Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Team_3TM,Team_ATL,Team_BOS,Team_BRK,Team_CHI,Team_CHO,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GSW,Team_HOU,Team_IND,Team_LAC,Team_LAL,Team_MEM,Team_MIA,Team_MIL,Team_MIN,Team_NOP,Team_NYK,Team_OKC,Team_ORL,Team_PHI,Team_PHO,Team_POR,Team_SAC,Team_SAS,Team_TOR,Team_UTA,Team_WAS
Coby White,23.0,PG,79.0,78.0,36.5,6.8,15.3,0.447,2.6,7.0,0.376,4.2,8.3,0.508,0.534,2.8,3.3,0.838,0.6,4.0,4.5,5.1,0.7,0.2,2.1,2.4,19.1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jalen Williams,22.0,PF,71.0,71.0,31.3,7.5,14.0,0.54,1.5,3.4,0.427,6.1,10.6,0.576,0.592,2.5,3.1,0.814,0.5,3.5,4.0,4.5,1.1,0.6,1.7,2.5,19.1,CPOY-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Collin Sexton,25.0,SG,78.0,51.0,26.6,6.5,13.3,0.487,1.6,4.2,0.394,4.8,9.1,0.53,0.549,4.1,4.7,0.859,0.9,1.7,2.6,4.9,0.8,0.2,2.1,2.0,18.7,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bradley Beal,30.0,SG,53.0,53.0,33.3,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,0.582,2.1,2.5,0.813,1.0,3.4,4.4,5.0,1.0,0.5,2.5,2.4,18.2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Darius Garland,24.0,PG,57.0,57.0,33.4,6.6,14.8,0.446,2.3,6.2,0.371,4.3,8.5,0.501,0.524,2.6,3.1,0.834,0.5,2.1,2.7,6.5,1.3,0.1,3.1,1.7,18.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
D'Angelo Russell,27.0,PG,76.0,69.0,32.7,6.5,14.2,0.456,3.0,7.2,0.415,3.5,7.0,0.497,0.56,2.1,2.5,0.828,0.4,2.7,3.1,6.3,0.9,0.5,2.1,2.1,18.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nikola Vučević,33.0,C,76.0,74.0,34.3,7.7,15.9,0.484,1.2,4.1,0.294,6.5,11.8,0.55,0.522,1.4,1.7,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Klay Thompson,33.0,SF,77.0,63.0,29.7,6.4,14.7,0.432,3.5,9.0,0.387,2.9,5.7,0.503,0.551,1.6,1.8,0.927,0.5,2.8,3.3,2.3,0.6,0.5,1.5,1.6,17.9,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jordan Poole,24.0,SG,78.0,66.0,30.1,6.3,15.2,0.413,2.4,7.2,0.326,3.9,8.0,0.492,0.491,2.5,2.8,0.877,0.4,2.3,2.7,4.4,1.1,0.3,2.4,3.1,17.4,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Fred VanVleet,29.0,PG,73.0,73.0,36.8,5.8,13.9,0.416,3.1,8.0,0.387,2.7,5.9,0.454,0.527,2.7,3.1,0.86,0.5,3.4,3.8,8.1,1.4,0.8,1.7,2.5,17.4,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brandon Miller,21.0,SF,74.0,68.0,32.2,6.4,14.6,0.44,2.5,6.7,0.373,3.9,8.0,0.495,0.524,1.9,2.3,0.827,0.8,3.4,4.3,2.4,0.9,0.6,1.8,2.5,17.3,ROY-3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tobias Harris,31.0,PF,70.0,70.0,33.8,6.6,13.6,0.487,1.3,3.7,0.353,5.3,9.9,0.537,0.535,2.7,3.0,0.878,1.1,5.3,6.5,3.1,1.0,0.7,1.3,1.6,17.2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Jordan Clarkson,31.0,SG,55.0,19.0,30.6,6.1,14.8,0.413,1.7,5.6,0.294,4.5,9.2,0.485,0.469,3.2,3.7,0.881,0.9,2.5,3.4,5.0,0.6,0.1,2.7,1.5,17.1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Myles Turner,27.0,C,77.0,77.0,27.0,6.2,11.8,0.524,1.5,4.2,0.358,4.7,7.6,0.615,0.587,3.2,4.1,0.773,1.5,5.5,6.9,1.3,0.5,1.9,1.4,3.0,17.1,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Immanuel Quickley,24.0,SG,68.0,38.0,29.2,5.7,13.1,0.434,2.5,6.4,0.395,3.2,6.8,0.471,0.53,3.1,3.6,0.853,0.3,3.6,3.8,4.9,0.7,0.1,1.5,1.8,17.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Immanuel Quickley,24.0,SG,30.0,0.0,24.0,5.1,11.2,0.454,2.1,5.4,0.395,2.9,5.8,0.509,0.549,2.7,3.1,0.872,0.2,2.4,2.6,2.5,0.5,0.1,1.0,1.5,15.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Immanuel Quickley,24.0,PG,38.0,38.0,33.3,6.2,14.7,0.422,2.8,7.1,0.395,3.4,7.6,0.448,0.518,3.3,4.0,0.841,0.3,4.5,4.8,6.8,0.9,0.2,1.8,2.0,18.6,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bogdan Bogdanović,31.0,SG,79.0,33.0,30.4,6.0,13.9,0.428,3.0,8.1,0.374,2.9,5.8,0.503,0.537,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,6MOY-5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deandre Ayton,25.0,C,55.0,55.0,32.4,7.8,13.6,0.57,0.0,0.2,0.1,7.7,13.4,0.576,0.571,1.2,1.4,0.823,3.2,7.9,11.1,1.6,1.0,0.8,1.8,2.0,16.7,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Michael Porter Jr.,25.0,SF,81.0,81.0,31.7,6.4,13.3,0.484,2.7,6.8,0.397,3.7,6.5,0.575,0.586,1.1,1.4,0.836,1.3,5.7,7.0,1.5,0.5,0.7,1.1,1.8,16.7,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
James Harden,34.0,PG,72.0,72.0,34.3,4.9,11.4,0.428,2.6,6.8,0.381,2.3,4.6,0.497,0.541,4.2,4.8,0.878,0.5,4.7,5.1,8.5,1.1,0.8,2.6,1.8,16.6,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jarrett Allen,25.0,C,77.0,77.0,31.7,6.7,10.6,0.634,0.0,0.1,0.0,6.7,10.6,0.638,0.634,3.0,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5,DPOY-10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chet Holmgren,21.0,C,82.0,82.0,29.4,6.2,11.6,0.53,1.6,4.3,0.37,4.6,7.4,0.623,0.598,2.7,3.4,0.793,1.6,6.3,7.9,2.4,0.6,2.3,1.6,2.4,16.5,ROY-2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Jonathan Kuminga,21.0,PF,74.0,46.0,26.3,6.2,11.6,0.529,0.7,2.2,0.321,5.4,9.4,0.578,0.56,3.0,4.0,0.746,1.2,3.6,4.8,2.2,0.7,0.5,1.6,2.3,16.1,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jalen Johnson,22.0,SF,56.0,52.0,33.7,6.4,12.5,0.511,1.3,3.6,0.355,5.1,9.0,0.574,0.562,1.9,2.6,0.728,1.3,7.4,8.7,3.6,1.2,0.8,1.8,2.4,16.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Austin Reaves,25.0,SG,82.0,57.0,32.1,5.6,11.5,0.486,1.9,5.1,0.367,3.7,6.3,0.583,0.568,2.8,3.3,0.853,0.7,3.6,4.3,5.5,0.8,0.3,2.1,1.9,15.9,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shaedon Sharpe,20.0,SG,32.0,25.0,33.1,5.5,13.6,0.406,1.9,5.6,0.333,3.6,7.9,0.457,0.475,3.1,3.7,0.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Malcolm Brogdon,31.0,PG,39.0,25.0,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3.0,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Keldon Johnson,24.0,SF,69.0,27.0,29.5,5.7,12.5,0.454,1.8,5.3,0.346,3.8,7.2,0.533,0.527,2.5,3.2,0.792,1.4,4.1,5.5,2.8,0.7,0.3,1.4,2.2,15.7,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Evan Mobley,22.0,PF,50.0,50.0,30.6,6.4,11.0,0.58,0.4,1.2,0.373,6.0,9.9,0.604,0.6,2.5,3.4,0.719,2.2,7.1,9.4,3.2,0.9,1.4,1.8,2.7,15.7,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
De'Andre Hunter,26.0,SF,57.0,37.0,29.5,5.3,11.6,0.459,2.1,5.3,0.385,3.3,6.3,0.521,0.547,2.9,3.4,0.847,0.5,3.4,3.9,1.5,0.7,0.3,1.5,2.6,15.6,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Donte DiVincenzo,27.0,SG,81.0,63.0,29.1,5.5,12.4,0.443,3.5,8.7,0.401,2.0,3.7,0.542,0.584,1.1,1.4,0.754,0.8,2.9,3.7,2.7,1.3,0.4,1.4,2.0,15.5,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Jaden Ivey,21.0,SG,77.0,61.0,28.8,5.4,12.6,0.429,1.6,4.8,0.336,3.8,7.8,0.485,0.492,2.9,3.9,0.749,1.1,2.3,3.4,3.8,0.7,0.5,2.5,2.6,15.4,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Malik Monk,25.0,SG,72.0,0.0,26.0,5.5,12.4,0.443,2.1,5.9,0.35,3.4,6.5,0.528,0.526,2.4,2.8,0.829,0.4,2.6,2.9,5.1,0.6,0.5,2.1,2.2,15.4,"CPOY-12,6MOY-2",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Kelly Oubre Jr.,28.0,SF,68.0,52.0,30.2,5.7,12.9,0.441,1.5,4.8,0.311,4.2,8.1,0.517,0.498,2.6,3.4,0.75,1.4,3.6,5.0,1.5,1.1,0.7,1.3,2.9,15.4,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Bojan Bogdanović,34.0,PF,57.0,27.0,25.9,5.4,11.9,0.454,2.3,5.9,0.398,3.1,6.1,0.507,0.551,2.1,2.6,0.785,0.4,2.3,2.7,1.7,0.5,0.1,1.8,1.7,15.2,6MOY-9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bojan Bogdanović,34.0,PF,28.0,27.0,32.9,7.1,15.2,0.468,3.1,7.4,0.415,4.0,7.8,0.518,0.569,2.9,3.7,0.779,0.5,2.9,3.4,2.5,0.8,0.1,2.3,2.0,20.2,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bojan Bogdanović,34.0,SF,29.0,0.0,19.2,3.8,8.8,0.43,1.6,4.4,0.37,2.2,4.4,0.488,0.521,1.2,1.6,0.8,0.3,1.7,2.0,0.9,0.2,0.0,1.3,1.3,10.4,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Keegan Murray,23.0,SF,77.0,77.0,33.6,5.8,12.7,0.454,2.4,6.6,0.358,3.4,6.0,0.56,0.548,1.3,1.6,0.831,1.4,4.1,5.5,1.7,1.0,0.8,0.8,2.7,15.2,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Derrick White,29.0,SG,73.0,73.0,32.6,5.3,11.5,0.461,2.7,6.8,0.396,2.6,4.7,0.555,0.578,1.9,2.1,0.901,0.7,3.5,4.2,5.2,1.0,1.2,1.5,2.1,15.2,DPOY-8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
John Collins,26.0,PF,68.0,66.0,28.0,5.8,11.0,0.532,1.3,3.4,0.371,4.6,7.6,0.605,0.59,2.2,2.7,0.795,2.3,6.1,8.5,1.1,0.6,0.9,1.4,2.8,15.1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Khris Middleton,32.0,SF,55.0,55.0,27.0,5.8,11.7,0.493,1.7,4.5,0.381,4.1,7.2,0.563,0.566,1.8,2.2,0.833,0.7,3.9,4.7,5.3,0.9,0.3,2.3,2.6,15.1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Trey Murphy III,23.0,SF,57.0,23.0,29.6,4.8,10.9,0.443,3.0,7.8,0.38,1.9,3.1,0.602,0.579,2.2,2.6,0.815,0.7,4.2,4.9,2.2,0.9,0.5,0.6,1.2,14.8,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
OG Anunoby,26.0,SF,50.0,50.0,34.0,5.6,11.5,0.489,2.0,5.3,0.382,3.6,6.2,0.581,0.577,1.3,1.8,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4,14.7,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OG Anunoby,26.0,SF,27.0,27.0,33.3,5.8,11.9,0.489,2.3,6.0,0.374,3.6,5.9,0.608,0.584,1.2,1.7,0.717,0.9,3.0,3.9,2.7,1.0,0.5,1.6,2.3,15.1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OG Anunoby,26.0,SF,23.0,23.0,34.9,5.4,11.1,0.488,1.8,4.5,0.394,3.7,6.6,0.553,0.568,1.5,1.9,0.791,1.0,3.4,4.4,1.5,1.7,1.0,1.7,2.5,14.1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Deni Avdija,23.0,SF,75.0,75.0,30.1,5.4,10.7,0.506,1.2,3.1,0.374,4.2,7.6,0.56,0.56,2.7,3.6,0.74,1.1,6.1,7.2,3.8,0.8,0.5,2.1,2.5,14.7,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
GG Jackson II,19.0,PF,48.0,18.0,25.7,5.0,11.7,0.428,2.1,6.0,0.357,2.9,5.8,0.502,0.519,2.4,3.2,0.752,1.1,3.0,4.1,1.2,0.6,0.5,1.4,1.3,14.6,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bennedict Mathurin,21.0,SF,59.0,19.0,26.1,5.0,11.2,0.446,1.4,3.6,0.374,3.7,7.6,0.481,0.507,3.1,3.8,0.821,1.0,2.9,4.0,2.0,0.6,0.2,1.6,2.0,14.5,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcus Smart,29.0,PG,20.0,20.0,30.3,5.1,11.9,0.43,2.1,6.7,0.313,3.0,5.2,0.583,0.519,2.2,2.8,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tim Hardaway Jr.,31.0,SF,79.0,12.0,26.8,5.0,12.4,0.402,2.7,7.6,0.353,2.3,4.8,0.478,0.51,1.8,2.1,0.852,0.3,2.9,3.2,1.8,0.5,0.1,0.9,1.3,14.4,6MOY-9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dennis Schröder,30.0,PG,80.0,58.0,31.1,5.0,11.6,0.435,1.7,4.6,0.375,3.3,7.0,0.474,0.509,2.2,2.7,0.836,0.5,2.5,3.0,6.1,0.8,0.2,1.9,2.1,14.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dennis Schröder,30.0,PG,51.0,33.0,30.6,4.8,11.0,0.442,1.5,4.3,0.35,3.3,6.6,0.501,0.511,2.5,2.9,0.852,0.4,2.3,2.7,6.1,0.9,0.2,1.6,2.1,13.7,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dennis Schröder,30.0,PG,29.0,25.0,32.0,5.4,12.7,0.424,2.1,5.1,0.412,3.3,7.6,0.432,0.507,1.8,2.2,0.797,0.6,2.9,3.5,6.0,0.6,0.3,2.4,2.0,14.6,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rudy Gobert,31.0,C,76.0,76.0,34.1,5.3,8.1,0.661,0.0,0.0,0.0,5.3,8.0,0.664,0.661,3.3,5.1,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,3.1,14.0,DPOY-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Scoot Henderson,19.0,PG,62.0,32.0,28.5,5.0,12.9,0.385,1.4,4.3,0.325,3.5,8.5,0.416,0.44,2.7,3.3,0.819,0.9,2.3,3.1,5.4,0.8,0.2,3.4,3.1,14.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Caris LeVert,29.0,SG,68.0,10.0,28.8,5.1,12.1,0.421,1.6,4.9,0.325,3.5,7.2,0.486,0.487,2.3,3.0,0.766,0.6,3.5,4.1,5.1,1.1,0.5,1.7,1.8,14.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Gordon,28.0,PF,73.0,73.0,31.5,5.5,9.8,0.556,0.5,1.9,0.29,4.9,7.9,0.619,0.584,2.4,3.7,0.658,2.4,4.1,6.5,3.5,0.8,0.6,1.4,1.9,13.9,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Norman Powell,30.0,SG,76.0,3.0,26.2,4.9,10.1,0.486,2.2,5.1,0.435,2.7,5.1,0.536,0.594,1.9,2.3,0.831,0.2,2.4,2.6,1.1,0.6,0.3,0.9,1.8,13.9,6MOY-4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jalen Duren,20.0,C,61.0,60.0,29.1,5.7,9.2,0.619,0.0,0.1,0.0,5.7,9.2,0.623,0.619,2.3,3.0,0.79,3.1,8.5,11.6,2.4,0.5,0.8,2.1,3.1,13.8,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bobby Portis,28.0,PF,82.0,4.0,24.5,5.7,11.2,0.508,1.2,3.0,0.407,4.5,8.2,0.545,0.562,1.2,1.5,0.79,1.7,5.7,7.4,1.3,0.8,0.4,1.1,2.3,13.8,6MOY-3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Saddiq Bey,24.0,SF,63.0,51.0,32.7,4.6,11.1,0.416,1.8,5.7,0.316,2.8,5.4,0.522,0.497,2.7,3.2,0.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jabari Smith Jr.,20.0,PF,76.0,76.0,31.9,5.0,11.0,0.454,1.8,5.0,0.363,3.2,6.0,0.53,0.537,2.0,2.4,0.811,1.8,6.3,8.1,1.6,0.7,0.8,1.2,2.6,13.7,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gary Trent Jr.,25.0,SG,71.0,41.0,28.1,5.1,11.9,0.426,2.5,6.4,0.393,2.6,5.5,0.464,0.531,1.0,1.4,0.771,0.4,2.3,2.6,1.7,1.1,0.1,0.7,1.4,13.7,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Rui Hachimura,25.0,PF,68.0,39.0,26.9,5.3,9.9,0.537,1.4,3.4,0.422,3.9,6.5,0.597,0.609,1.5,2.0,0.739,0.9,3.5,4.3,1.2,0.6,0.4,0.7,1.5,13.6,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Grayson Allen,28.0,SG,75.0,74.0,33.5,4.5,9.1,0.499,2.7,5.9,0.461,1.8,3.2,0.57,0.649,1.7,2.0,0.878,0.6,3.3,3.9,3.0,0.9,0.6,1.3,2.1,13.5,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Naz Reid,24.0,PF,81.0,14.0,24.2,5.0,10.5,0.477,2.1,5.0,0.414,2.9,5.5,0.535,0.576,1.3,1.8,0.736,0.9,4.3,5.2,1.3,0.8,0.9,1.4,2.1,13.5,6MOY-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cameron Johnson,27.0,PF,58.0,47.0,27.6,4.8,10.7,0.446,2.4,6.1,0.391,2.4,4.6,0.519,0.557,1.5,1.9,0.789,0.9,3.4,4.3,2.4,0.8,0.3,1.0,1.8,13.4,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Corey Kispert,24.0,SF,80.0,22.0,25.8,4.8,9.9,0.486,2.3,6.0,0.383,2.5,3.9,0.643,0.602,1.4,2.0,0.726,0.4,2.4,2.8,2.0,0.5,0.2,1.2,1.8,13.4,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Andrew Wiggins,28.0,SF,71.0,59.0,27.0,5.0,11.0,0.453,1.3,3.6,0.358,3.7,7.4,0.498,0.511,2.0,2.7,0.751,1.5,3.0,4.5,1.7,0.6,0.6,1.2,2.1,13.2,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Keyonte George,20.0,PG,75.0,44.0,27.0,4.3,10.9,0.391,2.0,5.9,0.334,2.3,5.0,0.459,0.482,2.5,3.0,0.848,0.2,2.6,2.8,4.4,0.5,0.1,2.5,1.2,13.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P.J. Washington,25.0,PF,73.0,45.0,30.4,4.8,11.1,0.436,1.8,5.7,0.32,3.0,5.5,0.558,0.518,1.4,2.0,0.683,1.2,4.5,5.6,1.9,1.0,0.8,1.3,2.3,12.9,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
